           time              X              V              a           Jerk
       0.548000       1.378905       7.521300      27.400000      50.000000       2.487246
       0.549000       1.386454       7.548750      27.450000      50.000000       2.486970
       0.550000       1.394030       7.576250      27.500000      50.000000       2.486693
       0.551000       1.401634       7.603800      27.550000      50.000000       2.486416
       0.552000       1.409265       7.631400      27.600000      50.000000       2.486138
       0.553000       1.416924       7.659050      27.650000      50.000000       2.485860
       0.554000       1.424611       7.686750      27.700000      50.000000       2.485581
       0.555000       1.432326       7.714500      27.750000      50.000000       2.485301
       0.556000       1.440068       7.742300      27.800000      50.000000       2.485021
       0.557000       1.447838       7.770150      27.850000      50.000000       2.484740
       0.558000       1.455636       7.798050      27.900000      50.000000       2.484459
       0.559000       1.463462       7.826000      27.950000      50.000000       2.484177
       0.560000       1.471316       7.854000      28.000000      50.000000       2.483895
       0.561000       1.479198       7.882050      28.050000      50.000000       2.483612
       0.562000       1.487108       7.910150      28.100000      50.000000       2.483329
       0.563000       1.495047       7.938300      28.150000      50.000000       2.483045
       0.564000       1.503013       7.966500      28.200000      50.000000       2.482761
       0.565000       1.511008       7.994750      28.250000      50.000000       2.482476
       0.566000       1.519031       8.023050      28.300000      50.000000       2.482190
       0.567000       1.527082       8.051400      28.350000      50.000000       2.481904
       0.568000       1.535162       8.079800      28.400000      50.000000       2.481618
       0.569000       1.543270       8.108250      28.450000      50.000000       2.481330
       0.570000       1.551407       8.136750      28.500000      50.000000       2.481043
       0.571000       1.559572       8.165300      28.550000      50.000000       2.480754
       0.572000       1.567766       8.193900      28.600000      50.000000       2.480466
       0.573000       1.575989       8.222550      28.650000      50.000000       2.480176
       0.574000       1.584240       8.251250      28.700000      50.000000       2.479886
       0.575000       1.592520       8.280000      28.750000      50.000000       2.479596
       0.576000       1.600829       8.308800      28.800000      50.000000       2.479305
       0.577000       1.609166       8.337650      28.850000      50.000000       2.479013
       0.578000       1.617533       8.366550      28.900000      50.000000       2.478721
       0.579000       1.625929       8.395500      28.950000      50.000000       2.478429
       0.580000       1.634353       8.424500      29.000000      50.000000       2.478135
       0.581000       1.642807       8.453550      29.050000      50.000000       2.477842
       0.582000       1.651289       8.482650      29.100000      50.000000       2.477547
       0.583000       1.659801       8.511800      29.150000      50.000000       2.477253
       0.584000       1.668342       8.541000      29.200000      50.000000       2.476957
       0.585000       1.676912       8.570250      29.250000      50.000000       2.476661
       0.586000       1.685512       8.599550      29.300000      50.000000       2.476365
       0.587000       1.694141       8.628900      29.350000      50.000000       2.476068
       0.588000       1.702799       8.658300      29.400000      50.000000       2.475770
       0.589000       1.711487       8.687750      29.450000      50.000000       2.475472
       0.590000       1.720204       8.717250      29.500000      50.000000       2.475173
       0.591000       1.728951       8.746800      29.550000      50.000000       2.474874
       0.592000       1.737727       8.776400      29.600000      50.000000       2.474574
       0.593000       1.746533       8.806050      29.650000      50.000000       2.474274
       0.594000       1.755369       8.835750      29.700000      50.000000       2.473973
       0.595000       1.764235       8.865500      29.750000      50.000000       2.473672
       0.596000       1.773130       8.895300      29.800000      50.000000       2.473370
       0.597000       1.782055       8.925150      29.850000      50.000000       2.473067
       0.598000       1.791010       8.955050      29.900000      50.000000       2.472764
       0.599000       1.799995       8.985000      29.950000      50.000000       2.472460
       0.600000       1.809010       9.015000      30.000000      50.000000       2.472156
       0.601000       1.818055       9.045050      30.050000      50.000000       2.471851
       0.602000       1.827130       9.075150      30.100000      50.000000       2.471546
       0.603000       1.836236       9.105300      30.150000      50.000000       2.471240
       0.604000       1.845371       9.135500      30.200000      50.000000       2.470934
       0.605000       1.854537       9.165750      30.250000      50.000000       2.470627
       0.606000       1.863733       9.196050      30.300000      50.000000       2.470319
       0.607000       1.872959       9.226400      30.350000      50.000000       2.470011
       0.608000       1.882216       9.256800      30.400000      50.000000       2.469703
       0.609000       1.891503       9.287250      30.450000      50.000000       2.469393
       0.610000       1.900821       9.317750      30.500000      50.000000       2.469084
       0.611000       1.910169       9.348300      30.550000      50.000000       2.468773
       0.612000       1.919548       9.378900      30.600000      50.000000       2.468462
       0.613000       1.928958       9.409550      30.650000      50.000000       2.468151
       0.614000       1.938398       9.440250      30.700000      50.000000       2.467839
       0.615000       1.947869       9.471000      30.750000      50.000000       2.467526
       0.616000       1.957371       9.501800      30.800000      50.000000       2.467213
       0.617000       1.966903       9.532650      30.850000      50.000000       2.466900
       0.618000       1.976467       9.563550      30.900000      50.000000       2.466585
       0.619000       1.986062       9.594500      30.950000      50.000000       2.466271
       0.620000       1.995687       9.625500      31.000000      50.000000       2.465955
       0.621000       2.005344       9.656550      31.050000      50.000000       2.465639
       0.622000       2.015031       9.687650      31.100000      50.000000       2.465323
       0.623000       2.024750       9.718800      31.150000      50.000000       2.465006
       0.624000       2.034500       9.750000      31.200000      50.000000       2.464688
       0.625000       2.044281       9.781250      31.250000      50.000000       2.464370
       0.626000       2.054094       9.812550      31.300000      50.000000       2.464051
       0.627000       2.063938       9.843900      31.350000      50.000000       2.463732
       0.628000       2.073813       9.875300      31.400000      50.000000       2.463412
       0.629000       2.083720       9.906750      31.450000      50.000000       2.463092
       0.630000       2.093658       9.938250      31.500000      50.000000       2.462771
       0.631000       2.103628       9.969800      31.550000      50.000000       2.462449
       0.632000       2.113629      10.001400      31.600000      50.000000       2.462127
       0.633000       2.123662      10.033050      31.650000      50.000000       2.461805
       0.634000       2.133727      10.064750      31.700000      50.000000       2.461482
       0.635000       2.143824      10.096500      31.750000      50.000000       2.461158
       0.636000       2.153952      10.128300      31.800000      50.000000       2.460833
       0.637000       2.164112      10.160150      31.850000      50.000000       2.460509
       0.638000       2.174304      10.192050      31.900000      50.000000       2.460183
       0.639000       2.184528      10.224000      31.950000      50.000000       2.459857
       0.640000       2.194784      10.256000      32.000000      50.000000       2.459531
       0.641000       2.205072      10.288050      32.050000      50.000000       2.459203
       0.642000       2.215392      10.320150      32.100000      50.000000       2.458876
       0.643000       2.225745      10.352300      32.150000      50.000000       2.458547
       0.644000       2.236129      10.384500      32.200000      50.000000       2.458219
       0.645000       2.246546      10.416750      32.250000      50.000000       2.457889
       0.646000       2.256995      10.449050      32.300000      50.000000       2.457559
       0.647000       2.267476      10.481400      32.350000      50.000000       2.457229
       0.648000       2.277990      10.513800      32.400000      50.000000       2.456898
       0.649000       2.288536      10.546250      32.450000      50.000000       2.456566
       0.650000       2.299115      10.578750      32.500000      50.000000       2.456234
       0.651000       2.309726      10.611300      32.550000      50.000000       2.455901
       0.652000       2.320370      10.643900      32.600000      50.000000       2.455567
       0.653000       2.331047      10.676550      32.650000      50.000000       2.455233
       0.654000       2.341756      10.709250      32.700000      50.000000       2.454899
       0.655000       2.352498      10.742000      32.750000      50.000000       2.454564
       0.656000       2.363273      10.774800      32.800000      50.000000       2.454228
       0.657000       2.374080      10.807650      32.850000      50.000000       2.453892
       0.658000       2.384921      10.840550      32.900000      50.000000       2.453555
       0.659000       2.395795      10.873500      32.950000      50.000000       2.453218
       0.660000       2.406701      10.906500      33.000000      50.000000       2.452880
       0.661000       2.417641      10.939550      33.050000      50.000000       2.452541
       0.662000       2.428613      10.972650      33.100000      50.000000       2.452202
       0.663000       2.439619      11.005800      33.150000      50.000000       2.451863
       0.664000       2.450658      11.039000      33.200000      50.000000       2.451522
       0.665000       2.461730      11.072250      33.250000      50.000000       2.451182
       0.666000       2.472836      11.105550      33.300000      50.000000       2.450840
       0.667000       2.483975      11.138900      33.350000      50.000000       2.450498
       0.668000       2.495147      11.172300      33.400000      50.000000       2.450156
       0.669000       2.506353      11.205750      33.450000      50.000000       2.449813
       0.670000       2.517592      11.239250      33.500000      50.000000       2.449469
       0.671000       2.528865      11.272800      33.550000      50.000000       2.449125
       0.672000       2.540171      11.306400      33.600000      50.000000       2.448780
       0.673000       2.551511      11.340050      33.650000      50.000000       2.448435
       0.674000       2.562885      11.373750      33.700000      50.000000       2.448089
       0.675000       2.574293      11.407500      33.750000      50.000000       2.447742
       0.676000       2.585734      11.441300      33.800000      50.000000       2.447395
       0.677000       2.597209      11.475150      33.850000      50.000000       2.447048
       0.678000       2.608718      11.509050      33.900000      50.000000       2.446699
       0.679000       2.620261      11.543000      33.950000      50.000000       2.446350
       0.680000       2.631838      11.577000      34.000000      50.000000       2.446001
       0.681000       2.643449      11.611050      34.050000      50.000000       2.445651
       0.682000       2.655094      11.645150      34.100000      50.000000       2.445300
       0.683000       2.666774      11.679300      34.150000      50.000000       2.444949
       0.684000       2.678487      11.713500      34.200000      50.000000       2.444598
       0.685000       2.690235      11.747750      34.250000      50.000000       2.444245
       0.686000       2.702017      11.782050      34.300000      50.000000       2.443892
       0.687000       2.713833      11.816400      34.350000      50.000000       2.443539
       0.688000       2.725684      11.850800      34.400000      50.000000       2.443185
       0.689000       2.737569      11.885250      34.450000      50.000000       2.442830
       0.690000       2.749489      11.919750      34.500000      50.000000       2.442475
       0.691000       2.761443      11.954300      34.550000      50.000000       2.442119
       0.692000       2.773432      11.988900      34.600000      50.000000       2.441763
       0.693000       2.785456      12.023550      34.650000      50.000000       2.441406
       0.694000       2.797514      12.058250      34.700000      50.000000       2.441049
       0.695000       2.809607      12.093000      34.750000      50.000000       2.440691
       0.696000       2.821735      12.127800      34.800000      50.000000       2.440332
       0.697000       2.833897      12.162650      34.850000      50.000000       2.439973
       0.698000       2.846095      12.197550      34.900000      50.000000       2.439613
       0.699000       2.858328      12.232500      34.950000      50.000000       2.439252
       0.700000       2.870595      12.267500      35.000000      50.000000       2.438891
       0.701000       2.882898      12.302550      35.050000      50.000000       2.438530
       0.702000       2.895235      12.337650      35.100000      50.000000       2.438168
       0.703000       2.907608      12.372800      35.150000      50.000000       2.437805
       0.704000       2.920016      12.408000      35.200000      50.000000       2.437442
       0.705000       2.932459      12.443250      35.250000      50.000000       2.437078
       0.706000       2.944938      12.478550      35.300000      50.000000       2.436713
       0.707000       2.957452      12.513900      35.350000      50.000000       2.436348
       0.708000       2.970001      12.549300      35.400000      50.000000       2.435982
       0.709000       2.982586      12.584750      35.450000      50.000000       2.435616
       0.710000       2.995206      12.620250      35.500000      50.000000       2.435249
       0.711000       3.007862      12.655800      35.550000      50.000000       2.434882
       0.712000       3.020553      12.691400      35.600000      50.000000       2.434514
       0.713000       3.033280      12.727050      35.650000      50.000000       2.434145
       0.714000       3.046043      12.762750      35.700000      50.000000       2.433776
       0.715000       3.058842      12.798500      35.750000      50.000000       2.433406
       0.716000       3.071676      12.834300      35.800000      50.000000       2.433036
       0.717000       3.084546      12.870150      35.850000      50.000000       2.432665
       0.718000       3.097452      12.906050      35.900000      50.000000       2.432293
       0.719000       3.110394      12.942000      35.950000      50.000000       2.431921
       0.720000       3.123372      12.978000      36.000000      50.000000       2.431549
       0.721000       3.136386      13.014050      36.050000      50.000000       2.431175
       0.722000       3.149436      13.050150      36.100000      50.000000       2.430801
       0.723000       3.162523      13.086300      36.150000      50.000000       2.430427
       0.724000       3.175645      13.122500      36.200000      50.000000       2.430052
       0.725000       3.188804      13.158750      36.250000      50.000000       2.429676
       0.726000       3.201999      13.195050      36.300000      50.000000       2.429300
       0.727000       3.215230      13.231400      36.350000      50.000000       2.428923
       0.728000       3.228498      13.267800      36.400000      50.000000       2.428546
       0.729000       3.241802      13.304250      36.450000      50.000000       2.428168
       0.730000       3.255143      13.340750      36.500000      50.000000       2.427789
       0.731000       3.268520      13.377300      36.550000      50.000000       2.427410
       0.732000       3.281934      13.413900      36.600000      50.000000       2.427030
       0.733000       3.295385      13.450550      36.650000      50.000000       2.426649
       0.734000       3.308872      13.487250      36.700000      50.000000       2.426268
       0.735000       3.322396      13.524000      36.750000      50.000000       2.425887
       0.736000       3.335957      13.560800      36.800000      50.000000       2.425505
       0.737000       3.349554      13.597650      36.850000      50.000000       2.425122
       0.738000       3.363189      13.634550      36.900000      50.000000       2.424738
       0.739000       3.376861      13.671500      36.950000      50.000000       2.424354
       0.740000       3.390569      13.708500      37.000000      50.000000       2.423970
       0.741000       3.404315      13.745550      37.050000      50.000000       2.423585
       0.742000       3.418097      13.782650      37.100000      50.000000       2.423199
       0.743000       3.431917      13.819800      37.150000      50.000000       2.422813
       0.744000       3.445774      13.857000      37.200000      50.000000       2.422426
       0.745000       3.459668      13.894250      37.250000      50.000000       2.422038
       0.746000       3.473600      13.931550      37.300000      50.000000       2.421650
       0.747000       3.487569      13.968900      37.350000      50.000000       2.421261
       0.748000       3.501575      14.006300      37.400000      50.000000       2.420872
       0.749000       3.515619      14.043750      37.450000      50.000000       2.420482
       0.750000       3.529700      14.081250      37.500000      50.000000       2.420091
       0.751000       3.543819      14.118800      37.550000      50.000000       2.419700
       0.752000       3.557975      14.156400      37.600000      50.000000       2.419308
       0.753000       3.572169      14.194050      37.650000      50.000000       2.418916
       0.754000       3.586401      14.231750      37.700000      50.000000       2.418523
       0.755000       3.600671      14.269500      37.750000      50.000000       2.418129
       0.756000       3.614978      14.307300      37.800000      50.000000       2.417735
       0.757000       3.629323      14.345150      37.850000      50.000000       2.417340
       0.758000       3.643706      14.383050      37.900000      50.000000       2.416945
       0.759000       3.658127      14.421000      37.950000      50.000000       2.416549
       0.760000       3.672586      14.459000      38.000000      50.000000       2.416152
       0.761000       3.687083      14.497050      38.050000      50.000000       2.415755
       0.762000       3.701618      14.535150      38.100000      50.000000       2.415357
       0.763000       3.716192      14.573300      38.150000      50.000000       2.414959
       0.764000       3.730803      14.611500      38.200000      50.000000       2.414560
       0.765000       3.745453      14.649750      38.250000      50.000000       2.414160
       0.766000       3.760141      14.688050      38.300000      50.000000       2.413760
       0.767000       3.774867      14.726400      38.350000      50.000000       2.413359
       0.768000       3.789632      14.764800      38.400000      50.000000       2.412958
       0.769000       3.804435      14.803250      38.450000      50.000000       2.412556
       0.770000       3.819277      14.841750      38.500000      50.000000       2.412153
       0.771000       3.834157      14.880300      38.550000      50.000000       2.411750
       0.772000       3.849076      14.918900      38.600000      50.000000       2.411346
       0.773000       3.864034      14.957550      38.650000      50.000000       2.410942
       0.774000       3.879030      14.996250      38.700000      50.000000       2.410537
       0.775000       3.894065      15.035000      38.750000      50.000000       2.410131
       0.776000       3.909139      15.073800      38.800000      50.000000       2.409725
       0.777000       3.924251      15.112650      38.850000      50.000000       2.409318
       0.778000       3.939403      15.151550      38.900000      50.000000       2.408910
       0.779000       3.954594      15.190500      38.950000      50.000000       2.408502
       0.780000       3.969823      15.229500      39.000000      50.000000       2.408093
       0.781000       3.985092      15.268550      39.050000      50.000000       2.407684
       0.782000       4.000399      15.307650      39.100000      50.000000       2.407274
       0.783000       4.015746      15.346800      39.150000      50.000000       2.406863
       0.784000       4.031132      15.386000      39.200000      50.000000       2.406452
       0.785000       4.046557      15.425250      39.250000      50.000000       2.406040
       0.786000       4.062022      15.464550      39.300000      50.000000       2.405628
       0.787000       4.077526      15.503900      39.350000      50.000000       2.405215
       0.788000       4.093069      15.543300      39.400000      50.000000       2.404801
       0.789000       4.108652      15.582750      39.450000      50.000000       2.404387
       0.790000       4.124274      15.622250      39.500000      50.000000       2.403972
       0.791000       4.139936      15.661800      39.550000      50.000000       2.403557
       0.792000       4.155637      15.701400      39.600000      50.000000       2.403141
       0.793000       4.171378      15.741050      39.650000      50.000000       2.402724
       0.794000       4.187159      15.780750      39.700000      50.000000       2.402306
       0.795000       4.202980      15.820500      39.750000      50.000000       2.401889
       0.796000       4.218840      15.860300      39.800000      50.000000       2.401470
       0.797000       4.234740      15.900150      39.850000      50.000000       2.401051
       0.798000       4.250680      15.940050      39.900000      50.000000       2.400631
       0.799000       4.266660      15.980000      39.950000      50.000000       2.400211
       0.800000       4.282680      16.020000      40.000000      50.000000       2.399789
       0.801000       4.298740      16.060050      40.050000      50.000000       2.399368
       0.802000       4.314840      16.100150      40.100000      50.000000       2.398945
       0.803000       4.330981      16.140300      40.150000      50.000000       2.398523
       0.804000       4.347161      16.180500      40.200000      50.000000       2.398099
       0.805000       4.363382      16.220750      40.250000      50.000000       2.397675
       0.806000       4.379643      16.261050      40.300000      50.000000       2.397250
       0.807000       4.395944      16.301400      40.350000      50.000000       2.396825
       0.808000       4.412286      16.341800      40.400000      50.000000       2.396399
       0.809000       4.428668      16.382250      40.450000      50.000000       2.395972
       0.810000       4.445091      16.422750      40.500000      50.000000       2.395545
       0.811000       4.461554      16.463300      40.550000      50.000000       2.395117
       0.812000       4.478058      16.503900      40.600000      50.000000       2.394688
       0.813000       4.494603      16.544550      40.650000      50.000000       2.394259
       0.814000       4.511188      16.585250      40.700000      50.000000       2.393829
       0.815000       4.527814      16.626000      40.750000      50.000000       2.393399
       0.816000       4.544481      16.666800      40.800000      50.000000       2.392968
       0.817000       4.561188      16.707650      40.850000      50.000000       2.392536
       0.818000       4.577937      16.748550      40.900000      50.000000       2.392104
       0.819000       4.594727      16.789500      40.950000      50.000000       2.391671
       0.820000       4.611557      16.830500      41.000000      50.000000       2.391238
       0.821000       4.628429      16.871550      41.050000      50.000000       2.390804
       0.822000       4.645341      16.912650      41.100000      50.000000       2.390369
       0.823000       4.662295      16.953800      41.150000      50.000000       2.389933
       0.824000       4.679290      16.995000      41.200000      50.000000       2.389497
       0.825000       4.696326      17.036250      41.250000      50.000000       2.389061
       0.826000       4.713404      17.077550      41.300000      50.000000       2.388623
       0.827000       4.730523      17.118900      41.350000      50.000000       2.388185
       0.828000       4.747683      17.160300      41.400000      50.000000       2.387747
       0.829000       4.764885      17.201750      41.450000      50.000000       2.387308
       0.830000       4.782128      17.243250      41.500000      50.000000       2.386868
       0.831000       4.799413      17.284800      41.550000      50.000000       2.386427
       0.832000       4.816739      17.326400      41.600000      50.000000       2.385986
       0.833000       4.834107      17.368050      41.650000      50.000000       2.385544
       0.834000       4.851517      17.409750      41.700000      50.000000       2.385102
       0.835000       4.868969      17.451500      41.750000      50.000000       2.384659
       0.836000       4.886462      17.493300      41.800000      50.000000       2.384215
       0.837000       4.903997      17.535150      41.850000      50.000000       2.383771
       0.838000       4.921574      17.577050      41.900000      50.000000       2.383326
       0.839000       4.939193      17.619000      41.950000      50.000000       2.382881
       0.840000       4.956854      17.661000      42.000000      50.000000       2.382435
       0.841000       4.974557      17.703050      42.050000      50.000000       2.381988
       0.842000       4.992302      17.745150      42.100000      50.000000       2.381540
       0.843000       5.010090      17.787300      42.150000      50.000000       2.381092
       0.844000       5.027919      17.829500      42.200000      50.000000       2.380644
       0.845000       5.045791      17.871750      42.250000      50.000000       2.380194
       0.846000       5.063705      17.914050      42.300000      50.000000       2.379744
       0.847000       5.081661      17.956400      42.350000      50.000000       2.379293
       0.848000       5.099660      17.998800      42.400000      50.000000       2.378842
       0.849000       5.117701      18.041250      42.450000      50.000000       2.378390
       0.850000       5.135785      18.083750      42.500000      50.000000       2.377938
       0.851000       5.153911      18.126300      42.550000      50.000000       2.377484
       0.852000       5.172080      18.168900      42.600000      50.000000       2.377031
       0.853000       5.190292      18.211550      42.650000      50.000000       2.376576
       0.854000       5.208546      18.254250      42.700000      50.000000       2.376121
       0.855000       5.226843      18.297000      42.750000      50.000000       2.375665
       0.856000       5.245183      18.339800      42.800000      50.000000       2.375209
       0.857000       5.263565      18.382650      42.850000      50.000000       2.374752
       0.858000       5.281991      18.425550      42.900000      50.000000       2.374294
       0.859000       5.300460      18.468500      42.950000      50.000000       2.373836
       0.860000       5.318971      18.511500      43.000000      50.000000       2.373377
       0.861000       5.337526      18.554550      43.050000      50.000000       2.372917
       0.862000       5.356123      18.597650      43.100000      50.000000       2.372457
       0.863000       5.374764      18.640800      43.150000      50.000000       2.371996
       0.864000       5.393448      18.684000      43.200000      50.000000       2.371534
       0.865000       5.412175      18.727250      43.250000      50.000000       2.371072
       0.866000       5.430946      18.770550      43.300000      50.000000       2.370609
       0.867000       5.449760      18.813900      43.350000      50.000000       2.370145
       0.868000       5.468617      18.857300      43.400000      50.000000       2.369681
       0.869000       5.487518      18.900750      43.450000      50.000000       2.369216
       0.870000       5.506462      18.944250      43.500000      50.000000       2.368751
       0.871000       5.525450      18.987800      43.550000      50.000000       2.368285
       0.872000       5.544481      19.031400      43.600000      50.000000       2.367818
       0.873000       5.563556      19.075050      43.650000      50.000000       2.367351
       0.874000       5.582675      19.118750      43.700000      50.000000       2.366882
       0.875000       5.601838      19.162500      43.750000      50.000000       2.366414
       0.876000       5.621044      19.206300      43.800000      50.000000       2.365944
       0.877000       5.640294      19.250150      43.850000      50.000000       2.365474
       0.878000       5.659588      19.294050      43.900000      50.000000       2.365003
       0.879000       5.678926      19.338000      43.950000      50.000000       2.364532
       0.880000       5.698308      19.382000      44.000000      50.000000       2.364060
       0.881000       5.717734      19.426050      44.050000      50.000000       2.363587
       0.882000       5.737204      19.470150      44.100000      50.000000       2.363114
       0.883000       5.756719      19.514300      44.150000      50.000000       2.362640
       0.884000       5.776277      19.558500      44.200000      50.000000       2.362165
       0.885000       5.795880      19.602750      44.250000      50.000000       2.361690
       0.886000       5.815527      19.647050      44.300000      50.000000       2.361214
       0.887000       5.835218      19.691400      44.350000      50.000000       2.360737
       0.888000       5.854954      19.735800      44.400000      50.000000       2.360260
       0.889000       5.874734      19.780250      44.450000      50.000000       2.359782
       0.890000       5.894559      19.824750      44.500000      50.000000       2.359304
       0.891000       5.914428      19.869300      44.550000      50.000000       2.358824
       0.892000       5.934342      19.913900      44.600000      50.000000       2.358344
       0.893000       5.954301      19.958550      44.650000      50.000000       2.357864
       0.894000       5.974304      20.003250      44.700000      50.000000       2.357383
       0.895000       5.994352      20.048000      44.750000      50.000000       2.356901
       0.896000       6.014445      20.092800      44.800000      50.000000       2.356418
       0.897000       6.034582      20.137650      44.850000      50.000000       2.355935
       0.898000       6.054765      20.182550      44.900000      50.000000       2.355451
       0.899000       6.074993      20.227500      44.950000      50.000000       2.354966
       0.900000       6.095265      20.272500      45.000000      50.000000       2.354481
       0.901000       6.115583      20.317550      45.050000      50.000000       2.353995
       0.902000       6.135945      20.362650      45.100000      50.000000       2.353509
       0.903000       6.156353      20.407800      45.150000      50.000000       2.353021
       0.904000       6.176806      20.453000      45.200000      50.000000       2.352533
       0.905000       6.197304      20.498250      45.250000      50.000000       2.352045
       0.906000       6.217848      20.543550      45.300000      50.000000       2.351556
       0.907000       6.238437      20.588900      45.350000      50.000000       2.351066
       0.908000       6.259071      20.634300      45.400000      50.000000       2.350575
       0.909000       6.279751      20.679750      45.450000      50.000000       2.350084
       0.910000       6.300476      20.725250      45.500000      50.000000       2.349592
       0.911000       6.321247      20.770800      45.550000      50.000000       2.349099
       0.912000       6.342063      20.816400      45.600000      50.000000       2.348606
       0.913000       6.362925      20.862050      45.650000      50.000000       2.348112
       0.914000       6.383833      20.907750      45.700000      50.000000       2.347617
       0.915000       6.404787      20.953500      45.750000      50.000000       2.347122
       0.916000       6.425786      20.999300      45.800000      50.000000       2.346626
       0.917000       6.446831      21.045150      45.850000      50.000000       2.346129
       0.918000       6.467922      21.091050      45.900000      50.000000       2.345632
       0.919000       6.489059      21.137000      45.950000      50.000000       2.345134
       0.920000       6.510242      21.183000      46.000000      50.000000       2.344635
       0.921000       6.531471      21.229050      46.050000      50.000000       2.344136
       0.922000       6.552746      21.275150      46.100000      50.000000       2.343636
       0.923000       6.574068      21.321300      46.150000      50.000000       2.343135
       0.924000       6.595435      21.367500      46.200000      50.000000       2.342634
       0.925000       6.616849      21.413750      46.250000      50.000000       2.342132
       0.926000       6.638309      21.460050      46.300000      50.000000       2.341629
       0.927000       6.659815      21.506400      46.350000      50.000000       2.341126
       0.928000       6.681368      21.552800      46.400000      50.000000       2.340622
       0.929000       6.702967      21.599250      46.450000      50.000000       2.340117
       0.930000       6.724613      21.645750      46.500000      50.000000       2.339611
       0.931000       6.746305      21.692300      46.550000      50.000000       2.339105
       0.932000       6.768044      21.738900      46.600000      50.000000       2.338598
       0.933000       6.789830      21.785550      46.650000      50.000000       2.338091
       0.934000       6.811662      21.832250      46.700000      50.000000       2.337583
       0.935000       6.833541      21.879000      46.750000      50.000000       2.337074
       0.936000       6.855467      21.925800      46.800000      50.000000       2.336564
       0.937000       6.877439      21.972650      46.850000      50.000000       2.336054
       0.938000       6.899459      22.019550      46.900000      50.000000       2.335543
       0.939000       6.921526      22.066500      46.950000      50.000000       2.335031
       0.940000       6.943639      22.113500      47.000000      50.000000       2.334519
       0.941000       6.965800      22.160550      47.050000      50.000000       2.334006
       0.942000       6.988007      22.207650      47.100000      50.000000       2.333492
       0.943000       7.010262      22.254800      47.150000      50.000000       2.332978
       0.944000       7.032564      22.302000      47.200000      50.000000       2.332463
       0.945000       7.054913      22.349250      47.250000      50.000000       2.331947
       0.946000       7.077310      22.396550      47.300000      50.000000       2.331431
       0.947000       7.099754      22.443900      47.350000      50.000000       2.330913
       0.948000       7.122245      22.491300      47.400000      50.000000       2.330396
       0.949000       7.144784      22.538750      47.450000      50.000000       2.329877
       0.950000       7.167370      22.586250      47.500000      50.000000       2.329358
       0.951000       7.190004      22.633800      47.550000      50.000000       2.328838
       0.952000       7.212685      22.681400      47.600000      50.000000       2.328317
       0.953000       7.235414      22.729050      47.650000      50.000000       2.327796
       0.954000       7.258191      22.776750      47.700000      50.000000       2.327274
       0.955000       7.281016      22.824500      47.750000      50.000000       2.326751
       0.956000       7.303888      22.872300      47.800000      50.000000       2.326228
       0.957000       7.326808      22.920150      47.850000      50.000000       2.325704
       0.958000       7.349776      22.968050      47.900000      50.000000       2.325179
       0.959000       7.372792      23.016000      47.950000      50.000000       2.324653
       0.960000       7.395856      23.064000      48.000000      50.000000       2.324127
       0.961000       7.418968      23.112050      48.050000      50.000000       2.323600
       0.962000       7.442128      23.160150      48.100000      50.000000       2.323073
       0.963000       7.465337      23.208300      48.150000      50.000000       2.322544
       0.964000       7.488593      23.256500      48.200000      50.000000       2.322015
       0.965000       7.511898      23.304750      48.250000      50.000000       2.321486
       0.966000       7.535251      23.353050      48.300000      50.000000       2.320955
       0.967000       7.558652      23.401400      48.350000      50.000000       2.320424
       0.968000       7.582102      23.449800      48.400000      50.000000       2.319892
       0.969000       7.605600      23.498250      48.450000      50.000000       2.319360
       0.970000       7.629147      23.546750      48.500000      50.000000       2.318827
       0.971000       7.652742      23.595300      48.550000      50.000000       2.318293
       0.972000       7.676386      23.643900      48.600000      50.000000       2.317758
       0.973000       7.700079      23.692550      48.650000      50.000000       2.317223
       0.974000       7.723820      23.741250      48.700000      50.000000       2.316687
       0.975000       7.747610      23.790000      48.750000      50.000000       2.316150
       0.976000       7.771449      23.838800      48.800000      50.000000       2.315612
       0.977000       7.795336      23.887650      48.850000      50.000000       2.315074
       0.978000       7.819273      23.936550      48.900000      50.000000       2.314535
       0.979000       7.843259      23.985500      48.950000      50.000000       2.313996
       0.980000       7.867293      24.034500      49.000000      50.000000       2.313455
       0.981000       7.891377      24.083550      49.050000      50.000000       2.312914
       0.982000       7.915509      24.132650      49.100000      50.000000       2.312372
       0.983000       7.939691      24.181800      49.150000      50.000000       2.311830
       0.984000       7.963922      24.231000      49.200000      50.000000       2.311287
       0.985000       7.988202      24.280250      49.250000      50.000000       2.310743
       0.986000       8.012532      24.329550      49.300000      50.000000       2.310198
       0.987000       8.036911      24.378900      49.350000      50.000000       2.309653
       0.988000       8.061339      24.428300      49.400000      50.000000       2.309107
       0.989000       8.085817      24.477750      49.450000      50.000000       2.308560
       0.990000       8.110344      24.527250      49.500000      50.000000       2.308013
       0.991000       8.134921      24.576800      49.550000      50.000000       2.307465
       0.992000       8.159547      24.626400      49.600000      50.000000       2.306916
       0.993000       8.184223      24.676050      49.650000      50.000000       2.306366
       0.994000       8.208949      24.725750      49.700000      50.000000       2.305816
       0.995000       8.233725      24.775500      49.750000      50.000000       2.305265
       0.996000       8.258550      24.825300      49.800000      50.000000       2.304713
       0.997000       8.283425      24.875150      49.850000      50.000000       2.304160
       0.998000       8.308350      24.925050      49.900000      50.000000       2.303607
